,_id,CPV_code
2834,5bfd4c81eca306f8c5bbc1a7,0
2835,5bfd4ed1eca306f8c5bbd042,0
2836,5bfd4d1feca306f8c5bbc456,15610000-7
2837,5bfd4d1eeca306f8c5bbc358,15112130-6
2838,5bfd4e39eca306f8c5bbc763,34350000-5
2839,5bfd4e39eca306f8c5bbc743,45453000-7
2840,5bfd4c81eca306f8c5bbc1ba,31210000-1
2841,5bfd4ed2eca306f8c5bbd0d6,09310000-5
2842,5bfd4d1eeca306f8c5bbc2e1,0
2843,5bfd4e39eca306f8c5bbc72b,0
2844,5bfd4d1eeca306f8c5bbc2ff,0
2845,5bfd4ed1eca306f8c5bbd023,14810000-2
2846,5bfd4d1feca306f8c5bbc458,15540000-5
2847,5bfd4ed1eca306f8c5bbd032,50410000-2
2848,5bfd4d1eeca306f8c5bbc2e0,22120000-7
2849,5bfd4e39eca306f8c5bbc714,0
2850,5bfd4d1eeca306f8c5bbc2da,71247000-1
2851,5bfd4e39eca306f8c5bbc76f,44520000-1
2852,5bfd4e39eca306f8c5bbc6f7,0
2853,5bfd4c81eca306f8c5bbc1b8,45110000-1
2854,5bfd4c81eca306f8c5bbc19d,70330000-3
2855,5bfd4e39eca306f8c5bbc724,50532000-3
2856,5bfd4e39eca306f8c5bbc775,30210000-4
2857,5bfd4e39eca306f8c5bbc755,38430000-8
2858,5bfd4e39eca306f8c5bbc726,50530000-9
2859,5bfd4d1feca306f8c5bbc3a9,50750000-7
2860,5bfd4c81eca306f8c5bbc175,0
2861,5bfd4e39eca306f8c5bbc709,45453000-7
2862,5bfd4c81eca306f8c5bbc1a0,44830000-7
2863,5bfd4c81eca306f8c5bbc190,0
2864,5bfd4e39eca306f8c5bbc766,22211000-2
2865,5bfd4d1feca306f8c5bbc3a8,15000000-8
2866,5bfd4e39eca306f8c5bbc773,50420000-5
2867,5bfd4e39eca306f8c5bbc707,44110000-4
2868,5bfd4c81eca306f8c5bbc189,35120000-1
2869,5bfd4e39eca306f8c5bbc70c,0
2870,5bfd4d1feca306f8c5bbc430,33690000-3
2871,5bfd4c81eca306f8c5bbc195,39510000-0
2872,5bfd4d1eeca306f8c5bbc2df,50420000-5
2873,5bfd4e38eca306f8c5bbc6dd,0
2874,5bfd4e38eca306f8c5bbc6ba,0
2875,5bfd4d1eeca306f8c5bbc34c,09320000-8
2876,5bfd4c81eca306f8c5bbc194,45230000-8
2877,5bfd4e39eca306f8c5bbc728,39130000-2
2878,5bfd4e39eca306f8c5bbc70e,15711000-5
2879,5bfd4d1eeca306f8c5bbc2f6,50410000-2
2880,5bfd4c81eca306f8c5bbc185,15110000-2
2881,5bfd4e39eca306f8c5bbc723,22110000-4
2882,5bfd4f6beca306f8c5bbd38a,03320000-8
2883,5bfd4f67eca306f8c5bbd291,0
2884,5bfd4c81eca306f8c5bbc168,0
2885,5bfd4f68eca306f8c5bbd2cb,71250000-5
2886,5bfd4e39eca306f8c5bbc718,33600000-6
2887,5bfd4e39eca306f8c5bbc6e2,44530000-4
2888,5bfd4c81eca306f8c5bbc192,30230000-0
2889,5bfd4d1eeca306f8c5bbc30c,50530000-9
2890,5bfd4c81eca306f8c5bbc1af,22210000-5
2891,5bfd4e39eca306f8c5bbc72d,0
2892,5bfd4c81eca306f8c5bbc164,44810000-1
2893,5bfd4e39eca306f8c5bbc6f8,31610000-5
2894,5bfd4c81eca306f8c5bbc15c,0
2895,5bfd4d1feca306f8c5bbc40c,44160000-9
2896,5bfd4d1feca306f8c5bbc381,18530000-3
2897,5bfd4c81eca306f8c5bbc1b4,50420000-5
2898,5bfd4e38eca306f8c5bbc69d,0
2899,5bfd4c81eca306f8c5bbc15a,0
2900,5bfd4e38eca306f8c5bbc6de,03210000-6
2901,5bfd4c81eca306f8c5bbc1a9,30190000-7
2902,5bfd4e39eca306f8c5bbc736,33190000-8
2903,5bfd4ed0eca306f8c5bbd002,24450000-3
2904,5bfd4c81eca306f8c5bbc17b,45220000-5
2905,5bfd4e38eca306f8c5bbc6d1,45453000-7
2906,5bfd4c81eca306f8c5bbc166,0
2907,5bfd4ed2eca306f8c5bbd0d3,71240000-2
2908,5bfd4e38eca306f8c5bbc6bb,50530000-9
2909,5bfd4c81eca306f8c5bbc18a,15610000-7
2910,5bfd4e39eca306f8c5bbc6e7,72410000-7
2911,5bfd4c81eca306f8c5bbc170,44110000-4
2912,5bfd4c81eca306f8c5bbc1b3,80520000-5
2913,5bfd4c81eca306f8c5bbc165,0
2914,5bfd4e38eca306f8c5bbc6c1,0
2915,5bfd4e38eca306f8c5bbc660,0
2916,5bfd4c81eca306f8c5bbc1ad,66510000-8
2917,5bfd4f67eca306f8c5bbd283,39290000-1
2918,5bfd4c81eca306f8c5bbc1a4,24450000-3
2919,5bfd4e38eca306f8c5bbc6cb,45230000-8
2920,5bfd4d1eeca306f8c5bbc2d7,0
2921,5bfd4e38eca306f8c5bbc6bf,90510000-5
2922,5bfd4e39eca306f8c5bbc795,09120000-6
2923,5bfd4c81eca306f8c5bbc18f,71630000-3
2924,5bfd4f68eca306f8c5bbd2ec,71240000-2
2925,5bfd4d1feca306f8c5bbc453,15820000-2
2926,5bfd4e38eca306f8c5bbc6bd,0
2927,5bfd4c81eca306f8c5bbc1b5,45300000-0
2928,5bfd4e38eca306f8c5bbc691,45220000-5
2929,5bfd4d1feca306f8c5bbc44f,99999999-9
2930,5bfd4e38eca306f8c5bbc6d3,30190000-7
2931,5bfd4e38eca306f8c5bbc6aa,37530000-2
2932,5bfd4c81eca306f8c5bbc181,39130000-2
2933,5bfd4c81eca306f8c5bbc171,50410000-2
2934,5bfd4e38eca306f8c5bbc6c5,60140000-1
2935,5bfd4c81eca306f8c5bbc1c6,0
2936,5bfd4e38eca306f8c5bbc6a7,39830000-9
2937,5bfd4c81eca306f8c5bbc15f,90910000-9
2938,5bfd4c81eca306f8c5bbc159,14620000-3
2939,5bfd4c81eca306f8c5bbc14d,44830000-7
2940,5bfd4e38eca306f8c5bbc64c,0
2941,5bfd4c81eca306f8c5bbc160,44410000-7
2942,5bfd4c81eca306f8c5bbc14e,70330000-3
2943,5bfd4ed1eca306f8c5bbd037,72260000-5
2944,5bfd4c81eca306f8c5bbc167,0
2945,5bfd4e38eca306f8c5bbc696,66514110-0
2946,5bfd4e38eca306f8c5bbc65e,44810000-1
2947,5bfd4c81eca306f8c5bbc154,34320000-6
2948,5bfd4e38eca306f8c5bbc692,44220000-8
2949,5bfd4e38eca306f8c5bbc6b1,0
2950,5bfd4f6aeca306f8c5bbd343,71248000-8
2951,5bfd4c81eca306f8c5bbc14b,45320000-6
2952,5bfd4e38eca306f8c5bbc66d,0
2953,5bfd4c81eca306f8c5bbc17d,45230000-8
2954,5bfd4d1feca306f8c5bbc476,30120000-6
2955,5bfd4e38eca306f8c5bbc687,31500000-1
2956,5bfd4d1feca306f8c5bbc459,0
2957,5bfd4c81eca306f8c5bbc145,22850000-3
2958,5bfd4c81eca306f8c5bbc18c,45220000-5
2959,5bfd4c81eca306f8c5bbc158,0
2960,5bfd4d1feca306f8c5bbc383,09110000-3
2961,5bfd4e38eca306f8c5bbc638,0
2962,5bfd4c80eca306f8c5bbc137,0
2963,5bfd4c81eca306f8c5bbc13e,30230000-0
2964,5bfd4e38eca306f8c5bbc67a,45300000-0
2965,5bfd4d1feca306f8c5bbc471,0
2966,5bfd4d1feca306f8c5bbc438,0
2967,5bfd4d1eeca306f8c5bbc306,0
2968,5bfd4e39eca306f8c5bbc774,65210000-8
2969,5bfd4c80eca306f8c5bbc12f,22990000-6
2970,5bfd4c80eca306f8c5bbc134,09134200-9
2971,5bfd4d1feca306f8c5bbc3d2,44190000-8
2972,5bfd4c80eca306f8c5bbc114,0
2973,5bfd4e38eca306f8c5bbc654,03140000-4
2974,5bfd4c80eca306f8c5bbc119,44830000-7
2975,5bfd4e38eca306f8c5bbc6a3,39830000-9
2976,5bfd4e38eca306f8c5bbc66e,38340000-0
2977,5bfd4e39eca306f8c5bbc797,45450000-6
2978,5bfd4d1feca306f8c5bbc44b,44820000-4
2979,5bfd4d1feca306f8c5bbc429,0
2980,5bfd4c80eca306f8c5bbc133,0
2981,5bfd4c80eca306f8c5bbc11b,44330000-2
2982,5bfd4d1feca306f8c5bbc464,0
2983,5bfd4c81eca306f8c5bbc17a,44510000-8
2984,5bfd4ed2eca306f8c5bbd0ba,50410000-2
2985,5bfd4c81eca306f8c5bbc155,09310000-5
2986,5bfd4c80eca306f8c5bbc125,0
2987,5bfd4e38eca306f8c5bbc65b,24950000-8
2988,5bfd4e39eca306f8c5bbc6f5,15890000-3
2989,5bfd4c81eca306f8c5bbc15e,15110000-2
2990,5bfd4d1feca306f8c5bbc455,45230000-8
2991,5bfd4c80eca306f8c5bbc12c,50420000-5
2992,5bfd4c80eca306f8c5bbc124,45220000-5
2993,5bfd4d1feca306f8c5bbc460,22810000-1
2994,5bfd5138eca306f8c5bbd95a,18930000-7
2995,5bfd4e38eca306f8c5bbc641,45231400-9
2996,5bfd4c80eca306f8c5bbc139,39150000-8
2997,5bfd5139eca306f8c5bbd9b3,51612000-5
2998,5bfd4d1feca306f8c5bbc424,45450000-6
2999,5bfd4c80eca306f8c5bbc10c,70330000-3
3000,5bfd4e38eca306f8c5bbc642,24300000-7
3001,5bfd5138eca306f8c5bbd93c,0
3002,5bfd4ed2eca306f8c5bbd080,44621200-1
3003,5bfd5138eca306f8c5bbd8e4,0
3004,5bfd4c81eca306f8c5bbc149,50410000-2
3005,5bfd4e38eca306f8c5bbc649,0
3006,5bfd4e38eca306f8c5bbc66c,0
3007,5bfd4c80eca306f8c5bbc0f9,0
3008,5bfd5137eca306f8c5bbd8d1,0
3009,5bfd4e38eca306f8c5bbc6a2,79820000-8
3010,5bfd4c80eca306f8c5bbc117,79410000-1
3011,5bfd4d1feca306f8c5bbc3c6,15000000-8
3012,5bfd4d1feca306f8c5bbc416,0
3013,5bfd5139eca306f8c5bbd977,09120000-6
3014,5bfd4d1feca306f8c5bbc431,39533000-7
3015,5bfd4d1feca306f8c5bbc467,30230000-0
3016,5bfd4e38eca306f8c5bbc6c9,30190000-7
3017,5bfd4d1feca306f8c5bbc3fb,0
3018,5bfd4c80eca306f8c5bbc10b,90910000-9
3019,5bfd5139eca306f8c5bbd9ac,0
3020,5bfd5139eca306f8c5bbd97d,09310000-5
3021,5bfd4c80eca306f8c5bbc115,71340000-3
3022,5bfd4e38eca306f8c5bbc632,45110000-1
3023,5bfd5138eca306f8c5bbd8e0,55520000-1
3024,5bfd4d1feca306f8c5bbc375,24560000-7
3025,5bfd4d1feca306f8c5bbc428,0
3026,5bfd4c80eca306f8c5bbc0ec,0
3027,5bfd5138eca306f8c5bbd92c,33600000-6
3028,5bfd4ed2eca306f8c5bbd0d4,79990000-0
3029,5bfd4c80eca306f8c5bbc0fe,39150000-8
3030,5bfd5138eca306f8c5bbd937,24300000-7
3031,5bfd4e38eca306f8c5bbc64e,0
3032,5bfd4d1feca306f8c5bbc425,33600000-6
3033,5bfd4c80eca306f8c5bbc11a,0
3034,5bfd4c80eca306f8c5bbc0f7,0
3035,5bfd4d1feca306f8c5bbc474,39710000-2
3036,5bfd5138eca306f8c5bbd915,50410000-2
3037,5bfd5137eca306f8c5bbd85f,0
3038,5bfd4c80eca306f8c5bbc100,34350000-5
3039,5bfd4e38eca306f8c5bbc684,34350000-5
3040,5bfd4d1feca306f8c5bbc418,0
3041,5bfd5137eca306f8c5bbd890,71630000-3
3042,5bfd4c81eca306f8c5bbc19e,34330000-9
3043,5bfd5137eca306f8c5bbd887,34350000-5
3044,5bfd4e38eca306f8c5bbc69f,72310000-1
3045,5bfd5138eca306f8c5bbd8ee,65110000-7
3046,5bfd5137eca306f8c5bbd847,0
3047,5bfd4c81eca306f8c5bbc16a,39160000-1
3048,5bfd4c81eca306f8c5bbc1ce,15811100-7
3049,5bfd4d1feca306f8c5bbc3e9,0
3050,5bfd5138eca306f8c5bbd8f2,39130000-2
3051,5bfd4c80eca306f8c5bbc0e2,0
3052,5bfd4e38eca306f8c5bbc655,34928480-6
3053,5bfd4d1feca306f8c5bbc3de,44410000-7
3054,5bfd4d1feca306f8c5bbc3d9,15000000-8
3055,5bfd4d1feca306f8c5bbc3fd,0
3056,5bfd4d1feca306f8c5bbc47e,39830000-9
3057,5bfd5139eca306f8c5bbd9b5,15112100-7
3058,5bfd5137eca306f8c5bbd878,50110000-9
3059,5bfd4d1feca306f8c5bbc3c3,44310000-6
3060,5bfd4e38eca306f8c5bbc680,09130000-9
3061,5bfd5137eca306f8c5bbd8ad,09123000-7
3062,5bfd4c80eca306f8c5bbc0f1,0
3063,5bfd4ed3eca306f8c5bbd145,65110000-7
3064,5bfd4d1feca306f8c5bbc3f1,22450000-9
3065,5bfd4d1feca306f8c5bbc40b,44530000-4
3066,5bfd5137eca306f8c5bbd863,15810000-9
3067,5bfd4d1eeca306f8c5bbc314,45450000-6
3068,5bfd5782eca306f8c5bbe86f,0
3069,5bfd4d1feca306f8c5bbc461,50110000-9
3070,5bfd4c80eca306f8c5bbc10e,71310000-4
3071,5bfd4d1feca306f8c5bbc3e4,44110000-4
3072,5bfd5137eca306f8c5bbd86b,44160000-9
3073,5bfd5039eca306f8c5bbd574,44160000-9
3074,5bfd4d1feca306f8c5bbc391,71900000-7
3075,5bfd4d1feca306f8c5bbc46c,79550000-4
3076,5bfd5138eca306f8c5bbd907,09310000-5
3077,5bfd4c80eca306f8c5bbc0ed,34310000-3
3078,5bfd5137eca306f8c5bbd836,34320000-6
3079,5bfd4c81eca306f8c5bbc1b0,45450000-6
3080,5bfd4d1feca306f8c5bbc3e2,0
3081,5bfd5137eca306f8c5bbd8a9,44160000-9
3082,5bfd4c80eca306f8c5bbc0c1,0
3083,5bfd503ceca306f8c5bbd61a,0
3084,5bfd4e38eca306f8c5bbc62c,71319000-7
3085,5bfd4c80eca306f8c5bbc110,0
3086,5bfd5137eca306f8c5bbd896,50112000-3
3087,5bfd4c80eca306f8c5bbc0e5,0
3088,5bfd6c16eca306f8c5bc110a,0
3089,5bfd4c81eca306f8c5bbc16c,33690000-3
3090,5bfd503ceca306f8c5bbd630,03410000-7
3091,5bfd4c80eca306f8c5bbc0d9,30230000-0
3092,5bfd4c80eca306f8c5bbc0f4,50110000-9
3093,5bfd4d1feca306f8c5bbc41b,44171000-9
3094,5bfd4d1feca306f8c5bbc3c1,0
3095,5bfd503deca306f8c5bbd659,45223110-0
3096,5bfd4d1feca306f8c5bbc3f9,14810000-2
3097,5bfd4e39eca306f8c5bbc770,39290000-1
3098,5bfd4d1feca306f8c5bbc420,45400000-1
3099,5bfd4d1feca306f8c5bbc400,0
3100,5bfd4d1feca306f8c5bbc3b4,0
3101,5bfd5138eca306f8c5bbd902,90510000-5
3102,5bfd4c80eca306f8c5bbc0c3,70330000-3
3103,5bfd503deca306f8c5bbd66d,45260000-7
3104,5bfd4c80eca306f8c5bbc0c9,90910000-9
3105,5bfd4c80eca306f8c5bbc0fd,15220000-6
3106,5bfd5137eca306f8c5bbd8b2,31320000-5
3107,5bfd4c80eca306f8c5bbc0c4,45112730-1
3108,5bfd4e39eca306f8c5bbc76d,34320000-6
3109,5bfd503ceca306f8c5bbd633,34310000-3
3110,5bfd4d1feca306f8c5bbc436,50110000-9
3111,5bfd4d1feca306f8c5bbc3cd,15420000-8
3112,5bfd503beca306f8c5bbd5d8,15810000-9
3113,5bfd503deca306f8c5bbd63e,22460000-2
3114,5bfd4c80eca306f8c5bbc0cb,24310000-0
3115,5bfd4d1feca306f8c5bbc42f,32323500-8
3116,5bfd4d1feca306f8c5bbc421,44830000-7
3117,5bfd4d1feca306f8c5bbc3f0,39830000-9
3118,5bfd4e38eca306f8c5bbc6a0,39162000-5
3119,5bfd503beca306f8c5bbd5c9,03410000-7
3120,5bfd503ceca306f8c5bbd602,80520000-5
3121,5bfd4d1feca306f8c5bbc42e,44810000-1
3122,5bfd4d1feca306f8c5bbc42a,18530000-3
3123,5bfd503beca306f8c5bbd5da,32420000-3
3124,5bfd4c80eca306f8c5bbc0b4,15840000-8
3125,5bfd4e38eca306f8c5bbc69e,45233142-6
3126,5bfd503beca306f8c5bbd5c6,45230000-8
3127,5bfd4c80eca306f8c5bbc0ae,31210000-1
3128,5bfd4e38eca306f8c5bbc685,71520000-9
3129,5bfd503aeca306f8c5bbd5a4,0
3130,5bfd5137eca306f8c5bbd8c5,0
3131,5bfd4c81eca306f8c5bbc13f,30190000-7
3132,5bfd4c80eca306f8c5bbc136,30125110-5
3133,5bfd4f66eca306f8c5bbd25e,45230000-8
3134,5bfd503aeca306f8c5bbd59c,0
3135,5bfd4d1feca306f8c5bbc45a,79410000-1
3136,5bfd4c80eca306f8c5bbc0aa,39710000-2
3137,5bfd4c80eca306f8c5bbc0ac,0
3138,5bfd503aeca306f8c5bbd5ad,15850000-1
3139,5bfd4d1feca306f8c5bbc3f6,15830000-5
3140,5bfd4d1feca306f8c5bbc3c4,18530000-3
3141,5bfd4c80eca306f8c5bbc0a9,0
3142,5bfd503beca306f8c5bbd5df,14210000-6
3143,5bfd5039eca306f8c5bbd573,0
3144,5bfd4c80eca306f8c5bbc09a,45450000-6
3145,5bfd4d1feca306f8c5bbc414,0
3146,5bfd503deca306f8c5bbd64a,71520000-9
3147,5bfd4d1feca306f8c5bbc435,45233000-9
3148,5bfd4c80eca306f8c5bbc0b2,71340000-3
3149,5bfd4e38eca306f8c5bbc68d,50720000-8
3150,5bfd4c80eca306f8c5bbc0b0,0
3151,5bfd5039eca306f8c5bbd56c,15800000-6
3152,5bfd4c80eca306f8c5bbc0d4,31430000-9
3153,5bfd5139eca306f8c5bbd9b4,15820000-2
3154,5bfd503aeca306f8c5bbd5b0,0
3155,5bfd4c80eca306f8c5bbc099,34330000-9
3156,5bfd4d1feca306f8c5bbc3d6,39710000-2
3157,5bfd4c80eca306f8c5bbc0ab,33690000-3
3158,5bfd503aeca306f8c5bbd594,03144000-2
3159,5bfd4c80eca306f8c5bbc0a5,0
3160,5bfd4c80eca306f8c5bbc094,22810000-1
3161,5bfd4d1eeca306f8c5bbc34f,0
3162,5bfd4d1eeca306f8c5bbc346,0
3163,5bfd5039eca306f8c5bbd55a,71520000-9
3164,5bfd503aeca306f8c5bbd58e,33600000-6
3165,5bfd503deca306f8c5bbd65a,71250000-5
3166,5bfd4c80eca306f8c5bbc093,99999999-9
3167,5bfd4d1feca306f8c5bbc38b,33600000-6
3168,5bfd4c80eca306f8c5bbc107,44170000-2
3169,5bfd503ceca306f8c5bbd609,92620000-3
3170,5bfd4d1feca306f8c5bbc384,45400000-1
3171,5bfd4d1feca306f8c5bbc411,63710000-9
3172,5bfd5039eca306f8c5bbd56f,79810000-5
3173,5bfd4c7feca306f8c5bbc07f,0
3174,5bfd4d1eeca306f8c5bbc34d,85320000-8
3175,5bfd4d1feca306f8c5bbc451,15840000-8
3176,5bfd4e39eca306f8c5bbc747,30120000-6
3177,5bfd5139eca306f8c5bbd99e,37310000-4
3178,5bfd4c80eca306f8c5bbc0b9,39140000-5
3179,5bfd4c80eca306f8c5bbc0ba,71500000-3
3180,5bfd5038eca306f8c5bbd54a,15610000-7
3181,5bfd4d1eeca306f8c5bbc332,0
3182,5bfd5038eca306f8c5bbd51a,0
3183,5bfd4c80eca306f8c5bbc102,45000000-7
3184,5bfd4d1feca306f8c5bbc3bb,33190000-8
3185,5bfd4d1eeca306f8c5bbc336,0
3186,5bfd5039eca306f8c5bbd558,98300000-6
3187,5bfd4c80eca306f8c5bbc0a4,45453000-7
3188,5bfd5039eca306f8c5bbd556,15830000-5
3189,5bfd4d1feca306f8c5bbc377,44210000-5
3190,5bfd4c80eca306f8c5bbc0b1,71410000-5
3191,5bfd4c80eca306f8c5bbc0bd,0
3192,5bfd4c80eca306f8c5bbc09c,0
3193,5bfd5038eca306f8c5bbd546,60180000-3
3194,5bfd4d1eeca306f8c5bbc368,39510000-0
3195,5bfd5038eca306f8c5bbd510,45230000-8
3196,5bfd4d1eeca306f8c5bbc334,44160000-9
3197,5bfd503deca306f8c5bbd64d,79990000-0
3198,5bfd4ed2eca306f8c5bbd0d9,0
3199,5bfd5039eca306f8c5bbd54d,90640000-5
3200,5bfd4e38eca306f8c5bbc6c4,90910000-9
3201,5bfd5039eca306f8c5bbd552,30190000-7
3202,5bfd4d1eeca306f8c5bbc2e2,22900000-9
3203,5bfd4c80eca306f8c5bbc111,0
3204,5bfd4d1feca306f8c5bbc3c8,30190000-7
3205,5bfd4d1feca306f8c5bbc3ec,09310000-5
3206,5bfd503beca306f8c5bbd5d3,30190000-7
3207,5bfd4c80eca306f8c5bbc087,0
3208,5bfd4c80eca306f8c5bbc0b5,18220000-7
3209,5bfd4d1eeca306f8c5bbc302,0
3210,5bfd5038eca306f8c5bbd50b,15610000-7
3211,5bfd4c80eca306f8c5bbc0e4,30190000-7
3212,5bfd4d1feca306f8c5bbc3ab,35111300-8
3213,5bfd4c7feca306f8c5bbc081,31520000-7
3214,5bfd503deca306f8c5bbd662,71220000-6
3215,5bfd4d1eeca306f8c5bbc34b,30230000-0
3216,5bfd4c80eca306f8c5bbc08f,42120000-6
3217,5bfd4f6beca306f8c5bbd3a8,45230000-8
3218,5bfd4d1eeca306f8c5bbc36f,0
3219,5bfd4c80eca306f8c5bbc11e,22900000-9
3220,5bfd503beca306f8c5bbd5b6,30190000-7
3221,5bfd4f6aeca306f8c5bbd37f,44510000-8
3222,5bfd4f6beca306f8c5bbd3a0,03120000-8
3223,5bfd4d1eeca306f8c5bbc369,45260000-7
3224,5bfd4c7feca306f8c5bbc082,44113120-2
3225,5bfd5038eca306f8c5bbd50a,15800000-6
3226,5bfd4c7feca306f8c5bbc07d,70330000-3
3227,5bfd4f6aeca306f8c5bbd380,45230000-8
3228,5bfd4c7feca306f8c5bbc069,22990000-6
3229,5bfd4f6beca306f8c5bbd3b4,30230000-0
3230,5bfd4c7feca306f8c5bbc06d,22110000-4
3231,5bfd4f6aeca306f8c5bbd362,0
3232,5bfd4c81eca306f8c5bbc151,71250000-5
3233,5bfd4c7feca306f8c5bbc068,90910000-9
3234,5bfd4d1feca306f8c5bbc439,18810000-0
3235,5bfd4f6beca306f8c5bbd3b8,15330000-0
3236,5bfd4d1eeca306f8c5bbc343,39160000-1
3237,5bfd503deca306f8c5bbd671,71220000-6
3238,5bfd4c7feca306f8c5bbc05e,80520000-5
3239,5bfd4e38eca306f8c5bbc633,38430000-8
3240,5bfd503beca306f8c5bbd5e6,33750000-2
3241,5bfd4d1feca306f8c5bbc3e1,0
3242,5bfd4c7feca306f8c5bbc078,50110000-9
3243,5bfd4f6aeca306f8c5bbd36f,15530000-2
3244,5bfd4d1feca306f8c5bbc3a4,45000000-7
3245,5bfd4c81eca306f8c5bbc1a3,0
3246,5bfd4f6beca306f8c5bbd3ab,60140000-1
3247,5bfd4f6beca306f8c5bbd387,45110000-1
3248,5bfd4c81eca306f8c5bbc14a,32000000-3
3249,5bfd4d1feca306f8c5bbc3d0,45300000-0
3250,5bfd4f6aeca306f8c5bbd369,0
3251,5bfd4c80eca306f8c5bbc091,15110000-2
3252,5bfd4d1feca306f8c5bbc3b6,31110000-0
3253,5bfd4d1eeca306f8c5bbc35c,09320000-8
3254,5bfd4d1feca306f8c5bbc41e,24320000-3
3255,5bfd4f69eca306f8c5bbd333,0
3256,5bfd5038eca306f8c5bbd52f,45310000-3
3257,5bfd4c7feca306f8c5bbc052,44170000-2
3258,5bfd4f6beca306f8c5bbd3a7,03220000-9
3259,5bfd4c7feca306f8c5bbc070,34350000-5
3260,5bfd4d1feca306f8c5bbc3f3,72250000-2
3261,5bfd4d1eeca306f8c5bbc349,45453000-7
3262,5bfd4f6aeca306f8c5bbd375,80520000-5
3263,5bfd4f6aeca306f8c5bbd365,0
3264,5bfd5138eca306f8c5bbd925,50310000-1
3265,5bfd4d1eeca306f8c5bbc310,0
3266,5bfd4f6aeca306f8c5bbd35c,33750000-2
3267,5bfd4d1eeca306f8c5bbc2db,0
3268,5bfd4c7feca306f8c5bbc059,45310000-3
3269,5bfd4f6aeca306f8c5bbd370,43830000-0
3270,5bfd4f6aeca306f8c5bbd33f,0
3271,5bfd4c80eca306f8c5bbc0a0,39160000-1
3272,5bfd4d1feca306f8c5bbc38f,71240000-2
3273,5bfd4f6aeca306f8c5bbd349,71240000-2
3274,5bfd4c81eca306f8c5bbc1c2,0
3275,5bfd4c7feca306f8c5bbc066,50300000-8
3276,5bfd4f68eca306f8c5bbd2e7,0
3277,5bfd4d1eeca306f8c5bbc2de,33180000-5
3278,5bfd4c7feca306f8c5bbc034,0
3279,5bfd4f6beca306f8c5bbd388,39530000-6
3280,5bfd4f68eca306f8c5bbd2ea,45230000-8
3281,5bfd4d1feca306f8c5bbc3a3,45231400-9
3282,5bfd4f68eca306f8c5bbd304,0
3283,5bfd4c7feca306f8c5bbc04b,51314000-6
3284,5bfd4d1eeca306f8c5bbc2d0,50720000-8
3285,5bfd4f68eca306f8c5bbd300,0
3286,5bfd4d1eeca306f8c5bbc307,0
3287,5bfd4c7feca306f8c5bbc060,71319000-7
3288,5bfd4c7feca306f8c5bbc057,44810000-1
3289,5bfd4c80eca306f8c5bbc0a3,44110000-4
3290,5bfd5138eca306f8c5bbd95b,45255400-3
3291,5bfd4c81eca306f8c5bbc1d1,22820000-4
3292,5bfd4f6aeca306f8c5bbd341,09100000-0
3293,5bfd57bceca306f8c5bbe99d,0
3294,5bfd4d1eeca306f8c5bbc32b,15110000-2
3295,5bfd4c81eca306f8c5bbc1ae,0
3296,5bfd4f68eca306f8c5bbd2c9,0
3297,5bfd4c7feca306f8c5bbc040,39220000-0
3298,5bfd4c80eca306f8c5bbc0bb,50420000-5
3299,5bfd4d1eeca306f8c5bbc30e,71319000-7
3300,5bfd4c81eca306f8c5bbc19a,0
3301,5bfd4c7feca306f8c5bbc02f,0
3302,5bfd4f6beca306f8c5bbd392,65310000-9
3303,5bfd4c81eca306f8c5bbc1be,14410000-8
3304,5bfd4c7feca306f8c5bbc03d,60140000-1
3305,5bfd4c81eca306f8c5bbc1bb,90523000-9
3306,5bfd4d1eeca306f8c5bbc2e7,37530000-2
3307,5bfd4f68eca306f8c5bbd2f7,50720000-8
3308,5bfd4c7feca306f8c5bbc058,30190000-7
3309,5bfd4c7feca306f8c5bbc033,0
3310,5bfd4c81eca306f8c5bbc179,0
3311,5bfd5138eca306f8c5bbd90f,30190000-7
3312,5bfd4f6aeca306f8c5bbd33e,30230000-0
3313,5bfd4c7feca306f8c5bbc062,0
3314,5bfd4d1feca306f8c5bbc3a0,39710000-2
3315,5bfd4f68eca306f8c5bbd2e3,15820000-2
3316,5bfd4c80eca306f8c5bbc128,18110000-3
3317,5bfd4f67eca306f8c5bbd2b9,50530000-9
3318,5bfd4d1feca306f8c5bbc3b5,34352200-1
3319,5bfd4c80eca306f8c5bbc08b,30190000-7
3320,5bfd4c7feca306f8c5bbc031,0
3321,5bfd4d1eeca306f8c5bbc337,45230000-8
3322,5bfd4f68eca306f8c5bbd2ef,90910000-9
3323,5bfd4f69eca306f8c5bbd319,71520000-9
3324,5bfd4c81eca306f8c5bbc1c8,19520000-7
3325,5bfd4f67eca306f8c5bbd2b1,0
3326,5bfd4d1feca306f8c5bbc39f,42130000-9
3327,5bfd4c81eca306f8c5bbc19c,44320000-9
3328,5bfd4f66eca306f8c5bbd264,0
3329,5bfd4c7feca306f8c5bbc02a,90910000-9
3330,5bfd4f67eca306f8c5bbd2a8,44512000-2
3331,5bfd4c80eca306f8c5bbc08a,45230000-8
3332,5bfd4d1eeca306f8c5bbc2ea,45330000-9
3333,5bfd4f66eca306f8c5bbd265,80570000-0
3334,5bfd4c81eca306f8c5bbc16e,0
